query_id,phylum,representative_id,representative_index,alignment_score,alignment_length,identities,identity_percent
Soil5.scaffold_87619515_c1_114,Bacteroidota,A0A1G6KWR1|unreviewed|nitrate,3,4290.0,1578,710,44.9936628643853
Soil5.scaffold_87619515_c1_114,Bacteroidota,A0A1F3NZE7|unreviewed|nitrate,4,4101.0,1578,677,42.90240811153359
Soil5.scaffold_87619515_c1_114,Bacteroidota,A0A434AV88|unreviewed|nitrate,5,4297.0,1583,721,45.546430827542636
Soil5.scaffold_87619515_c1_114,Pseudomonadota,A0A149V6R9|unreviewed|4Fe-4S,1,4258.0,1587,702,44.234404536862
Soil5.scaffold_87619515_c1_114,Pseudomonadota,A0A4Q7N714|unreviewed|nitrate,2,4362.0,1576,718,45.558375634517766
Soil5.scaffold_87619515_c1_114,Pseudomonadota,A0A0N9VQU4|unreviewed|nitrate,3,4345.0,1569,724,46.1440407903123
Soil5.scaffold_87619515_c1_114,Pseudomonadota,A0A5B0BNB7|unreviewed|nitrate,4,4373.0,1592,738,46.35678391959799
Soil5.scaffold_87619515_c1_114,Pseudomonadota,A0A7Z0I064|unreviewed|nitrate,5,4340.0,1591,729,45.82023884349466
Soil5.scaffold_87619515_c1_114,Bacillota,A0A1I1VAQ5|unreviewed|nitrate,1,4519.0,1532,756,49.34725848563969
Soil5.scaffold_87619515_c1_114,Bacillota,A0A5J5HPE3|unreviewed|nitrate,2,4725.0,1491,790,52.98457411133467
Soil5.scaffold_87619515_c1_114,Bacillota,A0A941E077|unreviewed|nitrate,3,4942.0,1457,844,57.927247769389155
Soil5.scaffold_87619515_c1_114,Bacillota,A0A2T5G6I1|unreviewed|nitrate,4,5172.0,1416,887,62.6412429378531
Soil5.scaffold_87619515_c1_114,Bacillota,A0A0R1H9J7|unreviewed|nitrate,5,4493.0,1533,745,48.59752120026092
Soil5.scaffold_87619515_c1_114,Actinomycetota,Q1AWQ7|unreviewed|Nitrate,1,4526.0,1506,760,50.46480743691899
Soil5.scaffold_87619515_c1_114,Actinomycetota,A0A511D6I2|unreviewed|Nitrate,2,4284.0,1567,714,45.564773452456926
Soil5.scaffold_87619515_c1_114,Actinomycetota,A0A7K0W3P6|unreviewed|Nitrate,3,4309.0,1548,722,46.64082687338501
Soil5.scaffold_87619515_c1_114,Actinomycetota,U1QE67|unreviewed|nitrate,4,4160.0,1618,687,42.45982694684796
Soil5.scaffold_87619515_c1_114,Actinomycetota,A0A8J3NMA7|unreviewed|nitrate,5,4208.0,1578,699,44.29657794676806
Soil5.scaffold_87619515_c1_114,acidobacteriota,A0A936F3S9|unreviewed|nitrate,1,4047.0,1581,664,41.998734977862114
Soil5.scaffold_87619515_c1_114,acidobacteriota,A0A953EJI2|unreviewed|nitrate,2,4137.0,1578,684,43.346007604562736
Soil5.scaffold_87619515_c1_114,acidobacteriota,A0A1F2RVC6|unreviewed|nitrate,3,4099.0,1580,666,42.151898734177216
Soil5.scaffold_87619515_c1_114,acidobacteriota,A0A9D7SI32|unreviewed|nitrate,4,4057.0,1581,666,42.125237191650854
Soil5.scaffold_87619515_c1_114,acidobacteriota,A0A1F2SV26|unreviewed|4Fe-4S,5,3299.0,1468,542,36.920980926430516
Soil5.scaffold_87619515_c1_114,chloroflexota,A0A2N2MAT5|unreviewed|nitrate,1,4136.0,1588,685,43.1360201511335
Soil5.scaffold_87619515_c1_114,chloroflexota,A0A949W021|unreviewed|nitrate,2,4144.0,1586,685,43.190416141235815
Soil5.scaffold_87619515_c1_114,chloroflexota,A0A1F8L172|unreviewed|nitrate,3,4069.0,1573,668,42.4666242848061
Soil5.scaffold_87619515_c1_114,chloroflexota,A0A8J6NLS7|unreviewed|nitrate,4,4094.0,1576,671,42.576142131979694
Soil5.scaffold_87619515_c1_114,chloroflexota,A0A2M8CTB5|unreviewed|nitrate,5,4061.0,1572,674,42.87531806615776
Soil5.scaffold_87619515_c1_114,verrucomicrobiota,A0A849XW34|unreviewed|nitrate,1,4104.0,1575,669,42.47619047619048
Soil5.scaffold_87619515_c1_114,verrucomicrobiota,A0A933UFK4|unreviewed|nitrate,2,4048.0,1585,663,41.829652996845425
Soil5.scaffold_87619515_c1_114,verrucomicrobiota,A0A934F0J8|unreviewed|nitrate,3,4058.0,1587,664,41.83994959042218
Soil5.scaffold_87619515_c1_114,verrucomicrobiota,A0A832HWY0|unreviewed|Nitrate,4,3727.0,1560,607,38.91025641025641
Soil5.scaffold_87619515_c1_114,verrucomicrobiota,A0A7C4LZE2|unreviewed|nitrate,5,4034.0,1583,662,41.81933038534428
Soil5.scaffold_87619515_c1_114,gemmatimonadota,A0A2D5ZQA8|unreviewed|nitrate,1,4002.0,1594,655,41.09159347553325
Soil5.scaffold_87619515_c1_114,gemmatimonadota,A0A524IW10|unreviewed|nitrate,2,4126.0,1582,691,43.67888748419722
Soil5.scaffold_87619515_c1_114,gemmatimonadota,A0A933BW52|unreviewed|nitrate,3,3990.0,1621,647,39.913633559531156
Soil5.scaffold_87619515_c1_114,gemmatimonadota,A0A945GIP3|unreviewed|nitrate,4,4103.0,1591,677,42.55185417976116
Soil5.scaffold_87619515_c1_114,gemmatimonadota,A0A9D7CFV4|unreviewed|nitrate,5,4017.0,1599,661,41.33833646028768
Soil5.scaffold_87619515_c1_114,myxococcota,Q2IJW3|unreviewed|nitrate,1,3964.0,1580,649,41.07594936708861
Soil5.scaffold_87619515_c1_114,myxococcota,B4ULS9|unreviewed|nitrate,2,3969.0,1583,650,41.0612760581175
Soil5.scaffold_87619515_c1_114,myxococcota,A0A928XR34|unreviewed|nitrate,3,4007.0,1599,664,41.52595372107567
Soil5.scaffold_87619515_c1_114,myxococcota,A7HGD0|unreviewed|nitrate,4,3840.0,1614,633,39.21933085501858
Soil5.scaffold_87619515_c1_114,myxococcota,A0A947HI39|unreviewed|nitrate,5,4040.0,1603,656,40.923268870867126
Soil5.scaffold_544698016_c1_2,Bacteroidota,A0A399D723|unreviewed|nitrate,1,4002.0,1581,645,40.79696394686907
Soil5.scaffold_544698016_c1_2,Bacteroidota,A0A9D9VY91|unreviewed|nitrate,2,3926.0,1594,628,39.39774153074028
Soil5.scaffold_544698016_c1_2,Bacteroidota,A0A1G6KWR1|unreviewed|nitrate,3,4237.0,1582,696,43.994943109987354
Soil5.scaffold_544698016_c1_2,Bacteroidota,A0A1F3NZE7|unreviewed|nitrate,4,4075.0,1576,665,42.19543147208122
Soil5.scaffold_544698016_c1_2,Bacteroidota,A0A434AV88|unreviewed|nitrate,5,4196.0,1581,685,43.3270082226439
Soil5.scaffold_544698016_c1_2,Pseudomonadota,A0A149V6R9|unreviewed|4Fe-4S,1,4233.0,1607,708,44.057249533291845
Soil5.scaffold_544698016_c1_2,Pseudomonadota,A0A4Q7N714|unreviewed|nitrate,2,4249.0,1597,704,44.08265497808391
Soil5.scaffold_544698016_c1_2,Pseudomonadota,A0A0N9VQU4|unreviewed|nitrate,3,4226.0,1575,695,44.12698412698413
Soil5.scaffold_544698016_c1_2,Pseudomonadota,A0A5B0BNB7|unreviewed|nitrate,4,4225.0,1608,699,43.47014925373134
Soil5.scaffold_544698016_c1_2,Pseudomonadota,A0A7Z0I064|unreviewed|nitrate,5,4312.0,1587,718,45.24259609325772
Soil5.scaffold_544698016_c1_2,Bacillota,A0A1I1VAQ5|unreviewed|nitrate,1,4395.0,1543,742,48.08813998703824
Soil5.scaffold_544698016_c1_2,Bacillota,A0A5J5HPE3|unreviewed|nitrate,2,4398.0,1532,732,47.78067885117493
Soil5.scaffold_544698016_c1_2,Bacillota,A0A941E077|unreviewed|nitrate,3,4372.0,1533,726,47.35812133072407
Soil5.scaffold_544698016_c1_2,Bacillota,A0A2T5G6I1|unreviewed|nitrate,4,4659.0,1512,793,52.44708994708994
Soil5.scaffold_544698016_c1_2,Bacillota,A0A0R1H9J7|unreviewed|nitrate,5,4326.0,1550,716,46.19354838709677
Soil5.scaffold_544698016_c1_2,Actinomycetota,Q1AWQ7|unreviewed|Nitrate,1,5078.0,1424,879,61.72752808988764
Soil5.scaffold_544698016_c1_2,Actinomycetota,A0A511D6I2|unreviewed|Nitrate,2,4741.0,1514,811,53.566710700132106
Soil5.scaffold_544698016_c1_2,Actinomycetota,A0A7K0W3P6|unreviewed|Nitrate,3,4796.0,1472,821,55.77445652173913
Soil5.scaffold_544698016_c1_2,Actinomycetota,U1QE67|unreviewed|nitrate,4,4500.0,1559,758,48.620910840282235
Soil5.scaffold_544698016_c1_2,Actinomycetota,A0A8J3NMA7|unreviewed|nitrate,5,4747.0,1496,815,54.47860962566845
Soil5.scaffold_544698016_c1_2,acidobacteriota,A0A936F3S9|unreviewed|nitrate,1,4043.0,1598,665,41.614518147684606
Soil5.scaffold_544698016_c1_2,acidobacteriota,A0A953EJI2|unreviewed|nitrate,2,4095.0,1593,670,42.05900816070308
Soil5.scaffold_544698016_c1_2,acidobacteriota,A0A1F2RVC6|unreviewed|nitrate,3,4103.0,1588,676,42.56926952141058
Soil5.scaffold_544698016_c1_2,acidobacteriota,A0A9D7SI32|unreviewed|nitrate,4,4048.0,1598,665,41.614518147684606
Soil5.scaffold_544698016_c1_2,acidobacteriota,A0A1F2SV26|unreviewed|4Fe-4S,5,3306.0,1479,551,37.254901960784316
Soil5.scaffold_544698016_c1_2,chloroflexota,A0A2N2MAT5|unreviewed|nitrate,1,4149.0,1578,683,43.28263624841572
Soil5.scaffold_544698016_c1_2,chloroflexota,A0A949W021|unreviewed|nitrate,2,4074.0,1595,674,42.25705329153605
Soil5.scaffold_544698016_c1_2,chloroflexota,A0A1F8L172|unreviewed|nitrate,3,4065.0,1569,674,42.95729764181007
Soil5.scaffold_544698016_c1_2,chloroflexota,A0A8J6NLS7|unreviewed|nitrate,4,4103.0,1566,672,42.911877394636015
Soil5.scaffold_544698016_c1_2,chloroflexota,A0A2M8CTB5|unreviewed|nitrate,5,4177.0,1550,688,44.387096774193544
Soil5.scaffold_544698016_c1_2,verrucomicrobiota,A0A849XW34|unreviewed|nitrate,1,4133.0,1588,692,43.57682619647355
Soil5.scaffold_544698016_c1_2,verrucomicrobiota,A0A933UFK4|unreviewed|nitrate,2,4086.0,1591,675,42.426147077309864
Soil5.scaffold_544698016_c1_2,verrucomicrobiota,A0A934F0J8|unreviewed|nitrate,3,4065.0,1589,670,42.16488357457521
Soil5.scaffold_544698016_c1_2,verrucomicrobiota,A0A832HWY0|unreviewed|Nitrate,4,3710.0,1564,611,39.066496163682864
Soil5.scaffold_544698016_c1_2,verrucomicrobiota,A0A7C4LZE2|unreviewed|nitrate,5,4073.0,1585,677,42.71293375394322
Soil5.scaffold_544698016_c1_2,gemmatimonadota,A0A2D5ZQA8|unreviewed|nitrate,1,4018.0,1585,654,41.261829652996845
Soil5.scaffold_544698016_c1_2,gemmatimonadota,A0A524IW10|unreviewed|nitrate,2,4116.0,1568,681,43.43112244897959
Soil5.scaffold_544698016_c1_2,gemmatimonadota,A0A933BW52|unreviewed|nitrate,3,4051.0,1629,671,41.19091467157766
Soil5.scaffold_544698016_c1_2,gemmatimonadota,A0A945GIP3|unreviewed|nitrate,4,4095.0,1589,667,41.97608558842039
Soil5.scaffold_544698016_c1_2,gemmatimonadota,A0A9D7CFV4|unreviewed|nitrate,5,4047.0,1586,659,41.55107187894073
Soil5.scaffold_544698016_c1_2,myxococcota,Q2IJW3|unreviewed|nitrate,1,4036.0,1584,679,42.86616161616162
Soil5.scaffold_544698016_c1_2,myxococcota,B4ULS9|unreviewed|nitrate,2,4034.0,1582,679,42.92035398230089
Soil5.scaffold_544698016_c1_2,myxococcota,A0A928XR34|unreviewed|nitrate,3,4007.0,1592,655,41.14321608040201
Soil5.scaffold_544698016_c1_2,myxococcota,A7HGD0|unreviewed|nitrate,4,3958.0,1594,668,41.90715181932246
Soil5.scaffold_544698016_c1_2,myxococcota,A0A947HI39|unreviewed|nitrate,5,4059.0,1602,671,41.88514357053683
Soil5.scaffold_384418492_c1_161,Bacteroidota,A0A399D723|unreviewed|nitrate,1,4045.0,1585,658,41.51419558359621
Soil5.scaffold_384418492_c1_161,Bacteroidota,A0A9D9VY91|unreviewed|nitrate,2,3987.0,1598,647,40.48811013767209
Soil5.scaffold_384418492_c1_161,Bacteroidota,A0A1G6KWR1|unreviewed|nitrate,3,4369.0,1575,730,46.34920634920635
Soil5.scaffold_384418492_c1_161,Bacteroidota,A0A1F3NZE7|unreviewed|nitrate,4,4129.0,1573,683,43.42021614748888
Soil5.scaffold_384418492_c1_161,Bacteroidota,A0A434AV88|unreviewed|nitrate,5,4379.0,1569,728,46.39898024219248
Soil5.scaffold_384418492_c1_161,Pseudomonadota,A0A149V6R9|unreviewed|4Fe-4S,1,4303.0,1589,713,44.87098804279421
Soil5.scaffold_384418492_c1_161,Pseudomonadota,A0A4Q7N714|unreviewed|nitrate,2,4383.0,1570,719,45.796178343949045
Soil5.scaffold_384418492_c1_161,Pseudomonadota,A0A0N9VQU4|unreviewed|nitrate,3,4464.0,1543,741,48.02333117303954
Soil5.scaffold_384418492_c1_161,Pseudomonadota,A0A5B0BNB7|unreviewed|nitrate,4,4369.0,1588,720,45.34005037783375
Soil5.scaffold_384418492_c1_161,Pseudomonadota,A0A7Z0I064|unreviewed|nitrate,5,4350.0,1581,724,45.793801391524354
Soil5.scaffold_384418492_c1_161,Bacillota,A0A1I1VAQ5|unreviewed|nitrate,1,4634.0,1514,775,51.1889035667107
Soil5.scaffold_384418492_c1_161,Bacillota,A0A5J5HPE3|unreviewed|nitrate,2,4735.0,1495,795,53.17725752508361
Soil5.scaffold_384418492_c1_161,Bacillota,A0A941E077|unreviewed|nitrate,3,5117.0,1434,872,60.80892608089261
Soil5.scaffold_384418492_c1_161,Bacillota,A0A2T5G6I1|unreviewed|nitrate,4,5228.0,1405,888,63.20284697508897
Soil5.scaffold_384418492_c1_161,Bacillota,A0A0R1H9J7|unreviewed|nitrate,5,4591.0,1524,762,50.0
Soil5.scaffold_384418492_c1_161,Actinomycetota,Q1AWQ7|unreviewed|Nitrate,1,4562.0,1504,764,50.797872340425535
Soil5.scaffold_384418492_c1_161,Actinomycetota,A0A511D6I2|unreviewed|Nitrate,2,4399.0,1558,739,47.43260590500642
Soil5.scaffold_384418492_c1_161,Actinomycetota,A0A7K0W3P6|unreviewed|Nitrate,3,4383.0,1532,732,47.78067885117493
Soil5.scaffold_384418492_c1_161,Actinomycetota,U1QE67|unreviewed|nitrate,4,4221.0,1617,697,43.10451453308596
Soil5.scaffold_384418492_c1_161,Actinomycetota,A0A8J3NMA7|unreviewed|nitrate,5,4275.0,1565,704,44.98402555910543
Soil5.scaffold_384418492_c1_161,acidobacteriota,A0A936F3S9|unreviewed|nitrate,1,4114.0,1582,684,43.23640960809102
Soil5.scaffold_384418492_c1_161,acidobacteriota,A0A953EJI2|unreviewed|nitrate,2,4165.0,1572,692,44.02035623409669
Soil5.scaffold_384418492_c1_161,acidobacteriota,A0A1F2RVC6|unreviewed|nitrate,3,4173.0,1579,693,43.888537048765045
Soil5.scaffold_384418492_c1_161,acidobacteriota,A0A9D7SI32|unreviewed|nitrate,4,4111.0,1583,683,43.145925457991154
Soil5.scaffold_384418492_c1_161,acidobacteriota,A0A1F2SV26|unreviewed|4Fe-4S,5,3332.0,1464,558,38.114754098360656
Soil5.scaffold_384418492_c1_161,chloroflexota,A0A2N2MAT5|unreviewed|nitrate,1,4190.0,1569,692,44.10452517527087
Soil5.scaffold_384418492_c1_161,chloroflexota,A0A949W021|unreviewed|nitrate,2,4145.0,1583,676,42.703727100442194
Soil5.scaffold_384418492_c1_161,chloroflexota,A0A1F8L172|unreviewed|nitrate,3,4103.0,1563,672,42.994241842610364
Soil5.scaffold_384418492_c1_161,chloroflexota,A0A8J6NLS7|unreviewed|nitrate,4,4147.0,1576,690,43.78172588832487
Soil5.scaffold_384418492_c1_161,chloroflexota,A0A2M8CTB5|unreviewed|nitrate,5,4157.0,1557,685,43.99486191393706
Soil5.scaffold_384418492_c1_161,verrucomicrobiota,A0A849XW34|unreviewed|nitrate,1,4163.0,1572,680,43.25699745547074
Soil5.scaffold_384418492_c1_161,verrucomicrobiota,A0A933UFK4|unreviewed|nitrate,2,4168.0,1580,695,43.9873417721519
Soil5.scaffold_384418492_c1_161,verrucomicrobiota,A0A934F0J8|unreviewed|nitrate,3,4162.0,1576,690,43.78172588832487
Soil5.scaffold_384418492_c1_161,verrucomicrobiota,A0A832HWY0|unreviewed|Nitrate,4,3784.0,1550,623,40.193548387096776
Soil5.scaffold_384418492_c1_161,verrucomicrobiota,A0A7C4LZE2|unreviewed|nitrate,5,4135.0,1582,693,43.80530973451327
Soil5.scaffold_384418492_c1_161,gemmatimonadota,A0A2D5ZQA8|unreviewed|nitrate,1,4114.0,1587,684,43.10018903591683
Soil5.scaffold_384418492_c1_161,gemmatimonadota,A0A524IW10|unreviewed|nitrate,2,4191.0,1568,701,44.70663265306122
Soil5.scaffold_384418492_c1_161,gemmatimonadota,A0A933BW52|unreviewed|nitrate,3,4039.0,1619,657,40.580605311920934
Soil5.scaffold_384418492_c1_161,gemmatimonadota,A0A945GIP3|unreviewed|nitrate,4,4174.0,1575,688,43.682539682539684
Soil5.scaffold_384418492_c1_161,gemmatimonadota,A0A9D7CFV4|unreviewed|nitrate,5,4085.0,1596,676,42.35588972431078
Soil5.scaffold_384418492_c1_161,myxococcota,Q2IJW3|unreviewed|nitrate,1,4043.0,1579,667,42.24192526915769
Soil5.scaffold_384418492_c1_161,myxococcota,B4ULS9|unreviewed|nitrate,2,4036.0,1583,663,41.88250157927985
Soil5.scaffold_384418492_c1_161,myxococcota,A0A928XR34|unreviewed|nitrate,3,4023.0,1601,663,41.41161773891318
Soil5.scaffold_384418492_c1_161,myxococcota,A7HGD0|unreviewed|nitrate,4,3914.0,1604,653,40.71072319201995
Soil5.scaffold_384418492_c1_161,myxococcota,A0A947HI39|unreviewed|nitrate,5,4057.0,1600,667,41.6875
Soil5.scaffold_395480119_c1_5,Bacteroidota,A0A399D723|unreviewed|nitrate,1,3915.0,1614,643,39.838909541511775
Soil5.scaffold_395480119_c1_5,Bacteroidota,A0A9D9VY91|unreviewed|nitrate,2,3810.0,1617,616,38.095238095238095
Soil5.scaffold_395480119_c1_5,Bacteroidota,A0A1G6KWR1|unreviewed|nitrate,3,4113.0,1598,678,42.428035043804755
Soil5.scaffold_395480119_c1_5,Bacteroidota,A0A1F3NZE7|unreviewed|nitrate,4,3983.0,1591,662,41.60905091137649
Soil5.scaffold_395480119_c1_5,Bacteroidota,A0A434AV88|unreviewed|nitrate,5,4112.0,1600,676,42.25
Soil5.scaffold_395480119_c1_5,Pseudomonadota,A0A149V6R9|unreviewed|4Fe-4S,1,4180.0,1606,701,43.648816936488174
Soil5.scaffold_395480119_c1_5,Pseudomonadota,A0A4Q7N714|unreviewed|nitrate,2,4193.0,1611,702,43.575418994413404
Soil5.scaffold_395480119_c1_5,Pseudomonadota,A0A0N9VQU4|unreviewed|nitrate,3,4075.0,1612,680,42.18362282878412
Soil5.scaffold_395480119_c1_5,Pseudomonadota,A0A5B0BNB7|unreviewed|nitrate,4,4125.0,1627,692,42.53226797787339
Soil5.scaffold_395480119_c1_5,Pseudomonadota,A0A7Z0I064|unreviewed|nitrate,5,4185.0,1615,703,43.529411764705884
Soil5.scaffold_395480119_c1_5,Bacillota,A0A1I1VAQ5|unreviewed|nitrate,1,4231.0,1568,705,44.96173469387755
Soil5.scaffold_395480119_c1_5,Bacillota,A0A5J5HPE3|unreviewed|nitrate,2,4255.0,1569,712,45.37922243467177
Soil5.scaffold_395480119_c1_5,Bacillota,A0A941E077|unreviewed|nitrate,3,4197.0,1568,700,44.642857142857146
Soil5.scaffold_395480119_c1_5,Bacillota,A0A2T5G6I1|unreviewed|nitrate,4,4535.0,1536,775,50.455729166666664
Soil5.scaffold_395480119_c1_5,Bacillota,A0A0R1H9J7|unreviewed|nitrate,5,4180.0,1577,697,44.19784400760938
Soil5.scaffold_395480119_c1_5,Actinomycetota,Q1AWQ7|unreviewed|Nitrate,1,4877.0,1462,838,57.3187414500684
Soil5.scaffold_395480119_c1_5,Actinomycetota,A0A511D6I2|unreviewed|Nitrate,2,5142.0,1469,907,61.7426820966644
Soil5.scaffold_395480119_c1_5,Actinomycetota,A0A7K0W3P6|unreviewed|Nitrate,3,5095.0,1436,895,62.32590529247911
Soil5.scaffold_395480119_c1_5,Actinomycetota,U1QE67|unreviewed|nitrate,4,4642.0,1546,793,51.293661060802066
Soil5.scaffold_395480119_c1_5,Actinomycetota,A0A8J3NMA7|unreviewed|nitrate,5,4961.0,1468,855,58.2425068119891
Soil5.scaffold_395480119_c1_5,acidobacteriota,A0A936F3S9|unreviewed|nitrate,1,3957.0,1605,654,40.74766355140187
Soil5.scaffold_395480119_c1_5,acidobacteriota,A0A953EJI2|unreviewed|nitrate,2,3969.0,1607,652,40.57249533291848
Soil5.scaffold_395480119_c1_5,acidobacteriota,A0A1F2RVC6|unreviewed|nitrate,3,3988.0,1615,663,41.05263157894737
Soil5.scaffold_395480119_c1_5,acidobacteriota,A0A9D7SI32|unreviewed|nitrate,4,3966.0,1604,656,40.89775561097257
Soil5.scaffold_395480119_c1_5,acidobacteriota,A0A1F2SV26|unreviewed|4Fe-4S,5,3206.0,1490,536,35.97315436241611
Soil5.scaffold_395480119_c1_5,chloroflexota,A0A2N2MAT5|unreviewed|nitrate,1,4036.0,1599,674,42.151344590368986
Soil5.scaffold_395480119_c1_5,chloroflexota,A0A949W021|unreviewed|nitrate,2,4019.0,1597,663,41.51534126487164
Soil5.scaffold_395480119_c1_5,chloroflexota,A0A1F8L172|unreviewed|nitrate,3,4000.0,1586,663,41.80327868852459
Soil5.scaffold_395480119_c1_5,chloroflexota,A0A8J6NLS7|unreviewed|nitrate,4,4024.0,1583,665,42.00884396715098
Soil5.scaffold_395480119_c1_5,chloroflexota,A0A2M8CTB5|unreviewed|nitrate,5,3995.0,1587,663,41.77693761814745
Soil5.scaffold_395480119_c1_5,verrucomicrobiota,A0A849XW34|unreviewed|nitrate,1,4040.0,1602,672,41.947565543071164
Soil5.scaffold_395480119_c1_5,verrucomicrobiota,A0A933UFK4|unreviewed|nitrate,2,3981.0,1603,660,41.17280099812851
Soil5.scaffold_395480119_c1_5,verrucomicrobiota,A0A934F0J8|unreviewed|nitrate,3,3993.0,1594,664,41.65621079046424
Soil5.scaffold_395480119_c1_5,verrucomicrobiota,A0A832HWY0|unreviewed|Nitrate,4,3629.0,1579,599,37.93540215326156
Soil5.scaffold_395480119_c1_5,verrucomicrobiota,A0A7C4LZE2|unreviewed|nitrate,5,4013.0,1595,670,42.00626959247649
Soil5.scaffold_395480119_c1_5,gemmatimonadota,A0A2D5ZQA8|unreviewed|nitrate,1,3957.0,1614,655,40.58240396530359
Soil5.scaffold_395480119_c1_5,gemmatimonadota,A0A524IW10|unreviewed|nitrate,2,4067.0,1583,687,43.39861023373342
Soil5.scaffold_395480119_c1_5,gemmatimonadota,A0A933BW52|unreviewed|nitrate,3,3960.0,1637,654,39.951130116065976
Soil5.scaffold_395480119_c1_5,gemmatimonadota,A0A945GIP3|unreviewed|nitrate,4,4000.0,1600,656,41.0
Soil5.scaffold_395480119_c1_5,gemmatimonadota,A0A9D7CFV4|unreviewed|nitrate,5,3940.0,1610,654,40.62111801242236
Soil5.scaffold_395480119_c1_5,myxococcota,Q2IJW3|unreviewed|nitrate,1,4062.0,1590,689,43.333333333333336
Soil5.scaffold_395480119_c1_5,myxococcota,B4ULS9|unreviewed|nitrate,2,4064.0,1587,689,43.41524889729049
Soil5.scaffold_395480119_c1_5,myxococcota,A0A928XR34|unreviewed|nitrate,3,3909.0,1615,643,39.81424148606811
Soil5.scaffold_395480119_c1_5,myxococcota,A7HGD0|unreviewed|nitrate,4,3920.0,1596,662,41.478696741854634
Soil5.scaffold_395480119_c1_5,myxococcota,A0A947HI39|unreviewed|nitrate,5,3989.0,1609,659,40.95711622125544
Soil5.scaffold_549495455_c1_6,Bacteroidota,A0A399D723|unreviewed|nitrate,1,3937.0,1602,644,40.19975031210986
Soil5.scaffold_549495455_c1_6,Bacteroidota,A0A9D9VY91|unreviewed|nitrate,2,3972.0,1587,642,40.45368620037807
Soil5.scaffold_549495455_c1_6,Bacteroidota,A0A1G6KWR1|unreviewed|nitrate,3,4160.0,1601,687,42.9106808244847
Soil5.scaffold_549495455_c1_6,Bacteroidota,A0A1F3NZE7|unreviewed|nitrate,4,4066.0,1584,669,42.234848484848484
Soil5.scaffold_549495455_c1_6,Bacteroidota,A0A434AV88|unreviewed|nitrate,5,4204.0,1585,690,43.53312302839117
Soil5.scaffold_549495455_c1_6,Pseudomonadota,A0A149V6R9|unreviewed|4Fe-4S,1,4158.0,1608,680,42.28855721393035
Soil5.scaffold_549495455_c1_6,Pseudomonadota,A0A4Q7N714|unreviewed|nitrate,2,4245.0,1595,697,43.69905956112853
Soil5.scaffold_549495455_c1_6,Pseudomonadota,A0A0N9VQU4|unreviewed|nitrate,3,4285.0,1572,706,44.910941475826974
Soil5.scaffold_549495455_c1_6,Pseudomonadota,A0A5B0BNB7|unreviewed|nitrate,4,4212.0,1608,692,43.03482587064676
Soil5.scaffold_549495455_c1_6,Pseudomonadota,A0A7Z0I064|unreviewed|nitrate,5,4226.0,1607,701,43.62165525824518
Soil5.scaffold_549495455_c1_6,Bacillota,A0A1I1VAQ5|unreviewed|nitrate,1,4418.0,1553,737,47.45653573728268
Soil5.scaffold_549495455_c1_6,Bacillota,A0A5J5HPE3|unreviewed|nitrate,2,4596.0,1509,766,50.76209410205435
Soil5.scaffold_549495455_c1_6,Bacillota,A0A941E077|unreviewed|nitrate,3,4789.0,1471,802,54.52073419442556
Soil5.scaffold_549495455_c1_6,Bacillota,A0A2T5G6I1|unreviewed|nitrate,4,4968.0,1433,833,58.129797627355195
Soil5.scaffold_549495455_c1_6,Bacillota,A0A0R1H9J7|unreviewed|nitrate,5,4469.0,1532,741,48.36814621409922
Soil5.scaffold_549495455_c1_6,Actinomycetota,Q1AWQ7|unreviewed|Nitrate,1,4462.0,1523,743,48.78529218647407
Soil5.scaffold_549495455_c1_6,Actinomycetota,A0A511D6I2|unreviewed|Nitrate,2,4316.0,1575,725,46.03174603174603
Soil5.scaffold_549495455_c1_6,Actinomycetota,A0A7K0W3P6|unreviewed|Nitrate,3,4332.0,1544,729,47.215025906735754
Soil5.scaffold_549495455_c1_6,Actinomycetota,U1QE67|unreviewed|nitrate,4,4187.0,1620,698,43.08641975308642
Soil5.scaffold_549495455_c1_6,Actinomycetota,A0A8J3NMA7|unreviewed|nitrate,5,4220.0,1571,693,44.1120305537874
Soil5.scaffold_549495455_c1_6,acidobacteriota,A0A936F3S9|unreviewed|nitrate,1,3947.0,1596,648,40.6015037593985
Soil5.scaffold_549495455_c1_6,acidobacteriota,A0A953EJI2|unreviewed|nitrate,2,4053.0,1582,665,42.0353982300885
Soil5.scaffold_549495455_c1_6,acidobacteriota,A0A1F2RVC6|unreviewed|nitrate,3,4062.0,1572,661,42.04834605597965
Soil5.scaffold_549495455_c1_6,acidobacteriota,A0A9D7SI32|unreviewed|nitrate,4,3956.0,1594,649,40.71518193224592
Soil5.scaffold_549495455_c1_6,acidobacteriota,A0A1F2SV26|unreviewed|4Fe-4S,5,3246.0,1475,531,36.0
Soil5.scaffold_549495455_c1_6,chloroflexota,A0A2N2MAT5|unreviewed|nitrate,1,4011.0,1599,658,41.15071919949968
Soil5.scaffold_549495455_c1_6,chloroflexota,A0A949W021|unreviewed|nitrate,2,4023.0,1602,651,40.63670411985019
Soil5.scaffold_549495455_c1_6,chloroflexota,A0A1F8L172|unreviewed|nitrate,3,4017.0,1570,664,42.29299363057325
